date_created,product_number,type_claim,dispatch_center,country,reported_quantity,problem,client_keep_product
2024-04-19 13:28:11.516,50000282,cantidad diferente,1011,GT,5,missing_amount,False
2024-04-20 09:03:31.610,50000096,cantidad diferente,1221,GT,1,missing_amount,False
2024-04-20 17:11:20.478,50000347,calidad,1221,GT,33,rust,False
2024-04-20 17:14:11.816,50000352,calidad,1221,GT,15,fold,False
2024-04-22 13:00:34.218,50010984,calidad,6083,PA,60,technical_especification,False
2024-04-23 07:38:05.525,50013102,calidad,6083,PA,40,technical_especification,True
2024-04-23 08:32:17.763,50000423,calidad,1072,GT,35,fold,False
2024-04-23 08:33:03.432,50000154,calidad,6083,PA,4,technical_especification,False
2024-04-23 12:03:25.197,50001370,calidad,4131,NI,12,fold,True
2024-04-23 14:23:27.331,50012982,calidad,6083,PA,1,fold,False
2024-04-23 15:09:36.598,50000428,calidad,1072,GT,8,fold,False
2024-04-24 07:23:04.562,50004273,calidad,1221,GT,4,manipulation_damage,False
2024-04-24 09:43:12.015,50003886,calidad,6083,PA,5,rust,False
2024-04-25 10:06:53.684,50000853,cantidad diferente,6083,PA,250,leftover_quantity,False
2024-04-24 10:27:24.352,50000763,calidad,4131,NI,100,technical_especification,False
2024-04-24 10:39:17.983,50000711,cantidad diferente,4131,NI,2,missing_amount,False
2024-04-24 12:11:37.712,50012478,cantidad diferente,4140,NI,14,missing_amount,False
2024-04-24 15:43:52.165,50000232,calidad,1072,GT,150,fold,True
2024-04-24 15:50:26.443,50000232,calidad,1072,GT,100,fold,False
2024-04-24 16:05:38.385,50002810,calidad,1072,GT,2,fold,False
2024-04-25 07:58:00.297,50003077,cantidad diferente,1221,GT,4,missing_amount,False
2024-04-25 12:03:05.599,50000347,cantidad diferente,1221,GT,2,missing_amount,False
2024-04-25 14:30:14.317,50000910,calidad,4140,NI,180,rust,False
2024-04-25 16:32:55.210,50000352,cantidad diferente,1221,GT,3,missing_amount,False
2024-04-26 03:32:50.150,50012981,cantidad diferente,6083,PA,2,missing_amount,False
2024-04-26 03:33:50.542,50012980,cantidad diferente,6083,PA,2,missing_amount,False
2024-04-26 07:40:02.586,50000129,calidad,1221,GT,1,fold,False
2024-04-26 07:42:47.424,50000352,cantidad diferente,1072,GT,3,missing_amount,False
2024-04-26 07:53:53.511,50003234,calidad,1221,GT,2,manipulation_damage,False
2024-04-26 10:42:44.903,50000546,calidad,4131,NI,1,manufacture_issue,False
2024-04-26 10:49:40.266,50000146,cantidad diferente,4131,NI,2,missing_amount,False
2024-04-26 10:50:56.245,50000148,cantidad diferente,4131,NI,4,missing_amount,False
2024-04-26 10:55:19.551,50000149,cantidad diferente,4131,NI,10,missing_amount,False
2024-04-26 12:00:45.763,50013851,cantidad diferente,4131,NI,2,missing_amount,False
2024-07-19 08:02:46.199,50012980,calidad,6083,PA,178,technical_especification,False
2024-04-30 04:29:47.545,50013081,calidad,6083,PA,13,technical_especification,False
2024-04-26 14:00:17.137,50011421,cantidad diferente,4131,NI,1,missing_amount,False
2024-04-26 14:01:19.013,50011442,cantidad diferente,4131,NI,1,missing_amount,False
2024-04-26 14:01:54.211,50011406,cantidad diferente,4131,NI,1,missing_amount,False
2024-04-26 14:02:26.550,50011396,cantidad diferente,4131,NI,1,missing_amount,False
2024-04-26 14:02:58.465,50011440,cantidad diferente,4131,NI,1,missing_amount,False
2024-04-26 14:16:43.739,50002717,cantidad diferente,4131,NI,1,missing_amount,False
2024-04-26 16:02:17.209,50011059,producto cruzado,1221,GT,1,cross_product,False
2024-04-26 18:19:13.902,50011727,cantidad diferente,1063,GT,5,missing_amount,False
2024-04-27 06:00:27.793,50013036,calidad,6083,PA,1,fold,False
2024-04-27 06:03:06.120,50013328,cantidad diferente,6083,PA,1,missing_amount,False
2024-04-27 13:16:36.720,50000342,cantidad diferente,1221,GT,38,missing_amount,False
2024-04-29 09:55:41.767,50000061,calidad,1072,GT,60,technical_especification,True
2024-04-29 09:58:21.883,50000061,calidad,1072,GT,50,technical_especification,True
2024-04-29 14:31:19.649,50000272,calidad,1072,GT,36,technical_especification,True
2024-04-29 14:36:15.688,50000272,calidad,1072,GT,59,technical_especification,True
2024-04-29 14:54:03.651,50011453,calidad,4131,NI,4,rust,False
2024-05-20 14:37:00.344,50010693,calidad,1221,GT,2,manufacture_issue,False
2024-04-29 15:33:17.465,50000232,cantidad diferente,1221,GT,5,missing_amount,False
2024-04-29 20:08:41.146,50000352,cantidad diferente,1221,GT,37,leftover_quantity,False
2024-04-30 09:37:50.766,50000148,cantidad diferente,4131,NI,1,missing_amount,False
2024-04-30 09:38:43.487,50000149,cantidad diferente,4131,NI,1,missing_amount,False
2024-04-30 09:40:24.805,50013851,cantidad diferente,4131,NI,30,missing_amount,False
2024-04-30 09:42:48.126,50000893,cantidad diferente,4131,NI,2,missing_amount,False
2024-04-30 11:01:52.889,50000736,calidad,4131,NI,1,fold,False
2024-04-30 11:31:07.782,50010838,calidad,4131,NI,2,fold,False
2024-04-30 11:32:29.214,50010838,cantidad diferente,4131,NI,2,missing_amount,False
2024-04-30 11:39:57.577,50012478,calidad,4131,NI,2,fold,False
2024-04-30 16:48:33.124,50000807,calidad,1221,GT,10,technical_especification,False
2024-04-30 16:28:47.129,50014108,cantidad diferente,6083,PA,15,leftover_quantity,False
2024-05-02 09:35:51.842,50000656,calidad,1221,GT,7,rust,False
2024-05-02 09:53:16.697,50000140,calidad,6083,PA,10,fold,False
2024-05-02 09:55:46.323,50000141,calidad,6083,PA,10,fold,False
2024-05-02 09:58:11.953,50000062,calidad,6083,PA,2,fold,False
2024-05-02 09:50:20.240,50013116,cantidad diferente,6083,PA,1,missing_amount,False
2024-05-02 16:02:05.240,50000448,calidad,1072,GT,400,rust,False
2024-05-03 09:27:24.403,50000236,calidad,1072,GT,10,fold,False
2024-05-03 08:41:38.082,50000061,calidad,1072,GT,15,rust,True
2024-05-03 08:43:34.584,50012980,cantidad diferente,6083,PA,42,missing_amount,False
2024-05-03 11:24:20.292,50000857,calidad,4131,NI,19,manufacture_issue,False
2024-05-03 13:50:25.700,50003625,calidad,4131,NI,140,technical_especification,False
2024-05-13 15:07:23.111,50000492,cantidad diferente,4131,NI,80,missing_amount,False
2024-05-13 14:59:08.642,50000492,cantidad diferente,4131,NI,62,missing_amount,False
2024-05-03 14:52:32.884,50000274,calidad,1072,GT,5,technical_especification,False
2024-05-03 17:29:57.517,50000064,calidad,1072,GT,30,manipulation_damage,False
2024-05-03 17:53:47.075,50000428,calidad,1072,GT,2,fold,True
2024-05-06 07:38:30.738,50000445,calidad,1072,GT,250,rust,True
2024-05-07 12:29:29.629,50001351,calidad,1072,GT,200,technical_especification,False
2024-05-07 17:00:24.895,50000260,calidad,1072,GT,1,fold,False
2024-05-07 21:27:53.249,50011053,cantidad diferente,1221,GT,1,missing_amount,False
2024-05-07 21:34:24.322,50011051,cantidad diferente,1221,GT,1,leftover_quantity,False
2024-05-08 06:51:36.605,50012981,calidad,6083,PA,100,technical_especification,False
2024-05-08 06:53:54.967,50012981,calidad,6083,PA,100,technical_especification,False
2024-05-08 16:06:39.967,50012980,calidad,6083,PA,10,fold,False
2024-05-13 11:35:26.763,50002671,cantidad diferente,1131,GT,6,missing_amount,False
2024-05-08 11:58:31.133,50000475,calidad,1072,GT,1,fold,False
2024-05-08 12:01:36.016,50000148,cantidad diferente,1221,GT,2,missing_amount,False
2024-05-08 12:02:41.528,50001626,cantidad diferente,1221,GT,1,missing_amount,False
2024-05-08 12:03:14.790,50000151,cantidad diferente,1221,GT,10,missing_amount,False
2024-05-08 12:05:57.451,50000029,calidad,1221,GT,2,fold,False
2024-05-08 12:08:45.158,50000473,calidad,1221,GT,01,fold,False
2024-05-08 15:31:00.793,50000260,calidad,1072,GT,2,fold,False
2024-05-08 16:12:11.821,50012980,cantidad diferente,6083,PA,4,missing_amount,False
2024-05-08 16:56:49.388,50012981,calidad,6083,PA,3,fold,False
2024-05-08 20:43:20.695,50000352,cantidad diferente,1221,GT,2,missing_amount,False
2024-05-09 13:25:57.561,50000518,cantidad diferente,1131,GT,41,missing_amount,False
2024-05-09 20:01:58.712,50000343,cantidad diferente,1221,GT,40,leftover_quantity,False
2024-05-10 11:30:30.598,50001010,calidad,1072,GT,1,fold,False
2024-05-10 13:13:25.791,50000528,calidad,4131,NI,2,fold,False
2024-05-10 17:37:47.437,50000447,calidad,1072,GT,200,manufacture_issue,False
2024-05-11 14:43:06.419,50000352,calidad,1221,GT,14,rust,False
2024-05-13 08:01:21.268,50000342,calidad,1221,GT,116,rust,False
2024-05-13 16:51:18.167,50000352,cantidad diferente,1221,GT,14,missing_amount,False
2024-05-13 08:21:25.482,50000274,cantidad diferente,4131,NI,60,leftover_quantity,False
2024-05-13 08:23:13.904,50000274,cantidad diferente,4131,NI,90,leftover_quantity,False
2024-05-13 08:33:49.913,50000531,calidad,1072,GT,1,fold,True
2024-05-13 09:00:22.302,50000343,calidad,1131,GT,200,rust,False
2024-06-10 09:48:45.831,50000893,cantidad diferente,4131,NI,056,missing_amount,False
2024-05-13 13:52:10.295,50000082,cantidad diferente,4131,NI,1,missing_amount,False
2024-05-13 16:31:24.406,50000858,calidad,1131,GT,10,technical_especification,True
2024-05-13 16:48:22.500,50000089,cantidad diferente,1221,GT,1,missing_amount,False
2024-05-13 18:40:35.570,50000343,cantidad diferente,1131,GT,1,missing_amount,False
2024-05-15 07:35:33.072,50000146,calidad,1072,GT,3,technical_especification,False
2024-05-14 09:25:14.389,50000480,cantidad diferente,4131,NI,5,leftover_quantity,False
2024-05-16 16:48:24.829,50000350,calidad,4140,NI,1,technical_especification,False
2024-05-14 10:43:40.420,70000818,calidad,1074,GT,2,manipulation_damage,False
2024-05-14 12:43:51.217,50000082,calidad,1072,GT,20,technical_especification,False
2024-05-14 15:51:41.780,50013058,cantidad diferente,6083,PA,2,missing_amount,False
2024-05-15 04:07:11.246,50012982,calidad,6083,PA,2,fold,False
2024-05-15 11:49:15.564,50000543,producto cruzado,1072,GT,10,cross_product,False
2024-05-16 03:17:37.122,50000061,calidad,6083,PA,1,fold,False
2024-05-16 03:59:06.116,50000057,calidad,6083,PA,1,fold,False
2024-05-16 06:28:12.073,70001477,producto cruzado,1073,GT,50,cross_product,False
2024-05-16 08:02:21.278,50000604,cantidad diferente,4131,NI,04,leftover_quantity,False
2024-05-16 10:12:13.726,50013082,calidad,6083,PA,20,rust,False
2024-05-16 10:46:48.249,50013079,calidad,6083,PA,20,rust,False
2024-05-16 10:43:01.303,50000350,cantidad diferente,1221,GT,1,missing_amount,False
2024-05-16 10:58:27.904,50012980,cantidad diferente,6083,PA,2,missing_amount,False
2024-05-16 11:22:30.503,50000893,producto cruzado,4131,NI,980,cross_product,False
2024-05-16 16:22:19.843,50000537,cantidad diferente,4131,NI,50,leftover_quantity,False
2024-05-16 16:27:29.686,50000146,cantidad diferente,4131,NI,1,missing_amount,False
2024-05-16 16:28:10.545,50000145,cantidad diferente,4131,NI,1,missing_amount,False
2024-05-16 16:31:56.686,50011424,calidad,4131,NI,5,rust,False
2024-05-16 16:33:34.567,50011421,calidad,4131,NI,5,rust,False
2024-05-16 16:34:46.357,50011440,calidad,4131,NI,5,rust,False
2024-05-16 16:36:11.322,50011442,calidad,4131,NI,5,rust,False
2024-05-16 16:46:00.526,50000350,cantidad diferente,1072,GT,2,leftover_quantity,False
2024-05-16 17:04:24.700,50000001,calidad,1072,GT,5,fold,False
2024-05-16 19:07:11.926,50012564,calidad,1072,GT,100,technical_especification,False
2024-05-17 07:05:50.752,50012980,cantidad diferente,6083,PA,66,missing_amount,False
2024-05-17 08:50:43.090,50012980,cantidad diferente,6083,PA,12,missing_amount,False
2024-05-17 14:32:04.280,50011421,calidad,4131,NI,1,manipulation_damage,False
2024-05-17 14:39:01.903,50011396,calidad,4131,NI,6,manipulation_damage,False
2024-05-17 15:07:59.907,50011440,calidad,4131,NI,6,manipulation_damage,False
2024-05-17 15:11:02.796,50011442,calidad,4131,NI,4,manipulation_damage,False
2024-05-17 15:15:02.069,50011395,calidad,4131,NI,6,manipulation_damage,False
2024-05-17 11:22:34.786,50011043,calidad,1221,GT,1,manufacture_issue,False
2024-05-17 19:56:02.581,70001201,calidad,1221,GT,18,manufacture_issue,False
2024-05-17 20:08:38.407,70001980,cantidad diferente,1221,GT,1,missing_amount,False
2024-05-17 20:10:53.790,70001215,calidad,1221,GT,1,fold,False
2024-05-17 19:58:56.688,70000775,calidad,1221,GT,2,manufacture_issue,False
2024-05-17 20:01:10.359,70004077,calidad,1221,GT,1,manufacture_issue,False
2024-05-17 20:03:04.564,70000855,calidad,1221,GT,2,manufacture_issue,False
2024-05-17 20:04:47.266,70001212,calidad,1221,GT,5,fold,False
2024-05-17 20:06:53.626,70000303,calidad,1221,GT,1,manufacture_issue,False
2024-05-20 05:33:17.569,50012980,cantidad diferente,6083,PA,14,missing_amount,False
2024-05-20 07:22:05.711,50000451,calidad,1072,GT,3,fold,False
2024-05-20 09:16:14.627,50000348,cantidad diferente,4131,NI,90,missing_amount,False
2024-05-20 15:51:03.999,50003625,cantidad diferente,4131,NI,2,missing_amount,False
2024-05-20 16:13:56.974,50000036,cantidad diferente,4131,NI,50,missing_amount,False
2024-05-20 14:44:41.292,50012889,calidad,1221,GT,2,fold,False
2024-06-18 14:24:16.142,50000856,calidad,4131,NI,42,rust,False
2024-05-20 17:16:55.592,50000259,cantidad diferente,1221,GT,6,missing_amount,False
2024-05-20 17:14:34.942,50000063,calidad,1221,GT,05,fold,False
2024-05-20 18:13:05.399,50000343,cantidad diferente,1221,GT,1,missing_amount,False
2024-05-21 09:25:18.882,50000342,cantidad diferente,1221,GT,74,missing_amount,False
2024-05-21 09:59:27.603,50000056,calidad,1072,GT,75,technical_especification,True
2024-05-21 10:24:01.890,50000510,cantidad diferente,4131,NI,1,missing_amount,False
2024-05-21 11:12:10.276,50011052,producto cruzado,1011,GT,200,cross_product,False
2024-05-22 09:22:10.953,70000833,calidad,1221,GT,3,fold,False
2024-05-22 09:25:39.792,70000323,calidad,1221,GT,5,manipulation_damage,False
2024-05-22 09:26:26.201,70000857,calidad,1221,GT,1,manufacture_issue,False
2024-05-22 09:27:40.672,70000767,cantidad diferente,1221,GT,1,missing_amount,False
2024-05-22 09:30:37.729,70000767,calidad,1221,GT,1,manufacture_issue,False
2024-05-22 09:34:18.093,70000767,calidad,1221,GT,1,fold,False
2024-05-22 09:45:13.349,70000268,calidad,1221,GT,1,manufacture_issue,False
2024-05-22 15:41:46.213,50000239,calidad,4131,NI,72,rust,False
2024-05-22 15:43:00.987,50000269,calidad,4131,NI,60,fold,False
2024-05-22 17:09:12.798,50000342,cantidad diferente,1131,GT,14,missing_amount,False
2024-05-23 07:00:16.420,50000073,cantidad diferente,6083,PA,5,missing_amount,False
2024-05-23 14:19:20.809,50000893,cantidad diferente,4131,NI,2,missing_amount,False
2024-05-24 03:19:59.511,50013110,cantidad diferente,6083,PA,1,missing_amount,False
2024-05-24 03:22:49.513,50013114,calidad,6083,PA,1,fold,False
2024-05-24 09:54:32.826,70000661,cantidad diferente,4131,NI,4,missing_amount,False
2024-05-24 11:00:52.782,50000350,cantidad diferente,4131,NI,1,missing_amount,False
2024-05-24 11:24:15.223,50000713,cantidad diferente,4131,NI,7,missing_amount,False
2024-05-24 11:58:55.762,50000583,cantidad diferente,4131,NI,20,missing_amount,False
2024-05-24 13:55:15.696,50000061,calidad,1072,GT,0,rust,False
2024-05-24 15:43:38.346,50011044,cantidad diferente,1221,GT,4,missing_amount,False
2024-05-24 16:36:37.069,50000529,calidad,4131,NI,1,fold,False
2024-05-24 16:42:11.488,50000530,calidad,4131,NI,1,fold,False
2024-05-24 16:54:06.768,50000342,cantidad diferente,1221,GT,1,missing_amount,False
2024-05-27 07:35:03.143,50000083,calidad,1221,GT,100,rust,False
2024-05-27 08:21:21.024,50000347,cantidad diferente,1131,GT,1,missing_amount,False
2024-05-27 08:36:03.802,50000423,calidad,1072,GT,17,fold,False
2024-05-27 10:08:05.824,70005456,calidad,6083,PA,30,manipulation_damage,False
2024-05-27 10:51:33.514,50000342,cantidad diferente,1221,GT,14,missing_amount,False
2024-05-27 13:30:16.631,50000714,calidad,4131,NI,10,technical_especification,False
2024-05-27 13:32:39.378,50003712,calidad,4131,NI,15,technical_especification,False
2024-05-27 14:24:42.462,50000261,calidad,4131,NI,10,manipulation_damage,False
2024-05-27 18:04:25.291,50000664,calidad,5011,CR,3,fold,False
2024-05-27 21:52:43.151,50000462,calidad,1131,GT,1,fold,False
2024-05-28 09:40:17.802,50000342,cantidad diferente,1221,GT,108,missing_amount,False
2024-05-28 12:03:47.385,50000524,producto cruzado,1072,GT,70,cross_product,False
2024-05-28 14:57:52.224,50000254,calidad,1221,GT,10,technical_especification,False
2024-05-28 15:39:30.973,50001351,cantidad diferente,1072,GT,2,missing_amount,False
2024-05-28 17:15:02.433,50000027,calidad,5011,CR,126,technical_especification,False
2024-05-28 17:33:57.020,50001575,producto cruzado,1072,GT,15,cross_product,False
2024-05-29 08:31:43.095,40001331,calidad,5011,CR,1.062,manufacture_issue,False
2024-05-29 08:32:39.212,40001331,calidad,5011,CR,1.062,manufacture_issue,False
2024-05-29 10:43:09.909,50005524,cantidad diferente,4131,NI,200,missing_amount,False
2024-05-29 10:49:48.259,50000109,producto cruzado,1072,GT,30,cross_product,False
2024-05-29 11:18:53.833,50010838,calidad,1221,GT,1,fold,False
2024-05-29 11:25:23.129,50010927,calidad,1221,GT,10,fold,False
2024-05-29 11:28:41.606,50003098,cantidad diferente,1221,GT,3,missing_amount,False
2024-05-29 11:53:08.461,50003221,cantidad diferente,4131,NI,17,leftover_quantity,False
2024-05-29 14:45:44.672,50000268,calidad,1072,GT,1,fold,False
2024-05-29 18:52:11.959,50011396,calidad,4131,NI,2,fold,False
2024-05-30 09:18:54.321,50000064,calidad,6083,PA,1,manipulation_damage,False
2024-05-30 10:43:50.746,50001583,calidad,1072,GT,3,technical_especification,False
2024-05-30 11:51:45.879,50000894,calidad,5011,CR,894,technical_especification,False
2024-05-30 14:33:39.806,50000244,calidad,1072,GT,100,manufacture_issue,False
2024-05-30 15:12:36.467,50012980,calidad,6083,PA,1064,fold,False
2024-05-30 15:15:17.978,50000348,calidad,6083,PA,200,fold,False
2024-05-30 15:19:39.483,50003886,calidad,6083,PA,3,fold,False
2024-06-03 09:18:38.565,50012980,cantidad diferente,6083,PA,3,missing_amount,False
2024-05-31 08:46:07.665,50003063,calidad,4131,NI,4,fold,False
2024-06-05 09:57:02.358,50000092,calidad,1072,GT,10,rust,False
2024-05-31 09:42:24.677,50000145,cantidad diferente,4131,NI,1,missing_amount,False
2024-06-04 16:13:35.769,50000145,producto cruzado,4131,NI,1,cross_product,True
2024-05-31 09:49:18.237,50000856,calidad,4131,NI,300,rust,False
2024-05-31 10:06:27.036,50000858,calidad,4131,NI,6,rust,False
2024-05-31 10:10:05.360,50000858,calidad,4131,NI,44,rust,False
2024-05-31 10:45:34.333,50010837,cantidad diferente,4131,NI,3,missing_amount,False
2024-05-31 10:47:35.966,50002728,cantidad diferente,4131,NI,4,missing_amount,False
2024-05-31 10:48:30.948,50002729,cantidad diferente,4131,NI,2,missing_amount,False
2024-05-31 10:50:00.090,50002730,cantidad diferente,4131,NI,17,missing_amount,False
2024-05-31 12:14:59.786,50012980,cantidad diferente,6083,PA,7,missing_amount,False
2024-06-04 11:02:13.353,50012980,calidad,6083,PA,8,fold,False
2024-05-31 12:40:37.432,50000347,cantidad diferente,1221,GT,1,missing_amount,False
2024-05-31 12:55:22.150,50001573,calidad,1072,GT,02,technical_especification,False
2024-05-31 14:20:34.607,50000009,calidad,1072,GT,1,fold,False
2024-05-31 14:49:49.291,50000343,cantidad diferente,1221,GT,10,missing_amount,False
2024-05-31 14:59:23.232,50000658,calidad,1221,GT,19,rust,False
2024-05-31 15:00:32.608,50000658,calidad,1221,GT,2,rust,False
2024-05-31 16:31:21.878,50002815,calidad,1072,GT,1,manufacture_issue,False
2024-06-03 07:39:28.674,50012478,calidad,4131,NI,700,rust,False
2024-06-03 12:52:35.947,50012478,cantidad diferente,4131,NI,1,missing_amount,False
2024-06-03 12:54:57.697,50004275,cantidad diferente,4131,NI,1,missing_amount,False
2024-06-03 13:37:50.485,50001370,calidad,4131,NI,39,rust,False
2024-06-03 13:38:55.358,50001370,cantidad diferente,4131,NI,1,missing_amount,False
2024-06-03 13:44:25.999,50005614,cantidad diferente,4131,NI,1,missing_amount,False
2024-06-03 13:48:49.903,50000586,calidad,4131,NI,1,manufacture_issue,False
2024-06-03 16:02:18.663,50000248,calidad,5011,CR,238,rust,False
2024-06-04 11:31:39.487,50011044,cantidad diferente,4131,NI,3,missing_amount,False
2024-06-04 11:35:38.035,50011044,cantidad diferente,4131,NI,1,missing_amount,False
2024-06-04 14:36:19.532,50000348,cantidad diferente,4131,NI,10,missing_amount,False
2024-06-04 15:40:29.185,50003063,calidad,4131,NI,1,fold,False
2024-06-04 15:45:55.284,50004275,calidad,4131,NI,1,fold,False
2024-06-04 15:48:13.627,50011049,cantidad diferente,4131,NI,2,missing_amount,False
2024-06-04 15:53:42.691,50004275,cantidad diferente,4131,NI,1,missing_amount,False
2024-06-04 17:47:25.028,50000004,calidad,4131,NI,7,fold,False
2024-06-05 16:11:54.987,50000004,calidad,4131,NI,370,rust,False
2024-06-05 17:04:07.271,50000820,cantidad diferente,1221,GT,10,leftover_quantity,False
2024-06-05 18:43:56.395,50000658,calidad,1072,GT,026,rust,False
2024-06-06 06:48:47.125,50000010,calidad,1131,GT,118,rust,False
2024-06-06 06:52:27.261,50000071,calidad,1131,GT,10,manufacture_issue,False
2024-06-06 06:53:18.719,50000066,calidad,1131,GT,5,manufacture_issue,False
2024-06-06 06:58:22.087,50000273,calidad,1131,GT,5,rust,False
2024-06-06 07:00:35.705,50000067,calidad,1131,GT,2,manufacture_issue,False
2024-06-06 08:51:24.298,50000010,calidad,4131,NI,1,fold,False
2024-06-06 10:32:21.170,50000652,cantidad diferente,5011,CR,50,leftover_quantity,False
2024-06-07 12:55:56.257,50000129,producto cruzado,6083,PA,20,cross_product,False
2024-06-06 11:52:38.406,50000639,producto cruzado,5011,CR,50,cross_product,True
2024-06-06 15:24:04.964,50000652,calidad,5011,CR,200,fold,False
2024-06-06 17:24:26.022,50000149,cantidad diferente,1221,GT,2,missing_amount,False
2024-06-06 17:52:48.519,50012478,cantidad diferente,4131,NI,1,missing_amount,False
2024-06-07 13:57:16.266,50000057,producto cruzado,4131,NI,50,cross_product,False
2024-06-07 10:54:03.523,50000348,calidad,4131,NI,5,rust,False
2024-06-07 11:28:19.267,50012478,calidad,4131,NI,1400,rust,False
2024-06-07 17:02:24.048,50000239,producto cruzado,4131,NI,60,cross_product,False
2024-07-08 10:52:42.613,50003469,calidad,1221,GT,1,fold,False
2024-06-07 18:05:19.796,50000352,cantidad diferente,1221,GT,1,missing_amount,False
2024-06-07 20:12:09.997,50010692,calidad,1221,GT,1,manipulation_damage,False
2024-06-07 20:22:55.378,70002919,calidad,1221,GT,1,manufacture_issue,False
2024-06-07 20:29:50.265,70002919,cantidad diferente,1221,GT,1,missing_amount,False
2024-06-07 20:31:38.190,70002905,calidad,1221,GT,1,manufacture_issue,False
2024-06-10 10:09:16.053,50010471,calidad,1063,GT,40,manufacture_issue,True
2024-06-10 10:12:45.962,50010471,calidad,1063,GT,50,manufacture_issue,True
2024-06-10 11:15:56.992,50000163,calidad,1221,GT,6,rust,False
2024-06-10 12:17:01.317,50000708,calidad,1131,GT,5,rust,False
2024-06-10 15:22:15.923,50000856,calidad,4131,NI,8,rust,False
2024-06-10 15:30:27.579,50003646,calidad,1072,GT,10,technical_especification,False
2024-06-10 16:14:57.960,50000081,calidad,1072,GT,390,rust,False
2024-06-10 16:23:35.510,50013331,cantidad diferente,6083,PA,50,missing_amount,False
2024-06-11 11:02:17.874,50000348,cantidad diferente,1221,GT,450,missing_amount,False
2024-06-11 11:18:35.553,50000559,calidad,5011,CR,8,manufacture_issue,False
2024-06-11 11:23:02.170,50000552,calidad,5011,CR,8,manufacture_issue,False
2024-06-11 14:14:43.823,50000720,calidad,4131,NI,1,manipulation_damage,False
2024-06-11 19:15:39.120,50000545,calidad,5011,CR,14,fold,False
2024-06-11 19:16:45.915,50000557,calidad,5011,CR,10,fold,False
2024-06-11 19:17:25.421,50000989,calidad,5011,CR,15,fold,False
2024-06-11 19:18:05.060,50000097,calidad,5011,CR,3,fold,False
2024-06-11 19:18:41.351,50000089,calidad,5011,CR,2,fold,False
2024-06-11 19:19:23.700,50000091,calidad,5011,CR,2,fold,False
2024-06-11 19:19:52.882,50000066,calidad,5011,CR,5,technical_especification,False
2024-06-12 07:49:27.621,50000061,calidad,1072,GT,30,rust,False
2024-06-12 14:32:16.272,50005315,cantidad diferente,4131,NI,1,missing_amount,False
2024-06-12 15:00:52.524,50011059,cantidad diferente,4131,NI,2,missing_amount,False
2024-06-12 15:13:16.997,50012478,cantidad diferente,4131,NI,1,missing_amount,False
2024-06-12 15:20:15.336,50000146,cantidad diferente,4131,NI,2,missing_amount,False
2024-06-12 15:49:36.731,50003083,cantidad diferente,4131,NI,1,missing_amount,False
2024-06-12 16:03:19.052,50011044,calidad,4131,NI,860,manipulation_damage,False
2024-06-12 16:10:43.192,50000379,cantidad diferente,4131,NI,1,missing_amount,False
2024-06-12 16:11:51.576,50000386,cantidad diferente,4131,NI,7,missing_amount,False
2024-06-12 16:16:41.856,50012478,cantidad diferente,4131,NI,1,missing_amount,False
2024-06-12 17:42:49.378,50000492,calidad,4131,NI,1,fold,False
2024-06-18 16:45:22.505,50000735,calidad,4131,NI,1,manipulation_damage,False
2024-06-12 21:14:38.512,50000463,calidad,1221,GT,2,fold,False
2024-06-13 07:29:52.753,50000083,calidad,1072,GT,195,rust,False
2024-06-13 07:30:46.047,50000082,calidad,1072,GT,3,rust,False
2024-06-13 07:31:43.091,50000082,calidad,1072,GT,147,rust,False
2024-06-13 07:34:47.686,50001595,calidad,1072,GT,4,technical_especification,False
2024-06-13 07:37:16.360,50001585,calidad,1072,GT,1,technical_especification,False
2024-06-13 07:48:37.209,50000125,cantidad diferente,5011,CR,2,leftover_quantity,False
2024-06-13 10:54:24.059,50001300,cantidad diferente,4131,NI,4,missing_amount,False
2024-06-13 11:33:25.471,50000483,cantidad diferente,4131,NI,1,missing_amount,False
2024-06-13 12:17:17.187,50000527,producto cruzado,5011,CR,050,cross_product,False
2024-06-13 12:20:52.936,50000075,calidad,5011,CR,04,technical_especification,False
2024-06-13 12:25:09.866,50000091,cantidad diferente,5011,CR,01,missing_amount,False
2024-06-13 12:58:22.237,50010410,calidad,1221,GT,11,manipulation_damage,False
2024-06-13 12:59:15.420,50010410,calidad,1221,GT,11,manipulation_damage,False
2024-06-13 14:11:43.222,50011059,cantidad diferente,4131,NI,2,missing_amount,False
2024-06-13 14:34:45.732,50000752,calidad,5011,CR,1,manipulation_damage,False
2024-06-19 08:18:12.647,50000752,calidad,5011,CR,1,fold,False
2024-06-13 15:57:28.601,50000750,calidad,1072,GT,01,fold,False
2024-06-14 06:53:23.785,50014564,calidad,5011,CR,23,technical_especification,False
2024-06-14 07:51:08.200,50000893,producto cruzado,4131,NI,369,cross_product,False
2024-06-14 14:47:13.011,50000630,calidad,1221,GT,1,fold,False
2024-06-15 08:01:11.536,50000513,producto cruzado,5011,CR,25,cross_product,False
2024-06-15 22:26:16.735,50012980,cantidad diferente,6083,PA,09,missing_amount,False
2024-06-17 09:17:51.553,70000886,calidad,1074,GT,6,rust,False
2024-06-17 09:52:05.265,50000352,calidad,1221,GT,1050,rust,False
2024-06-17 13:12:18.540,50000756,producto cruzado,4131,NI,10,cross_product,False
